Index,Player,Tm,Year,Pos,PTS,FG,3P,2P,FT,TRB,AST,TOV,STL,BLK
15552,Mookie Blaylock,GSW,2002,PG,119,50,15,35,4,52,114,37,24,4
15553,Corie Blount,PHI,2002,PF,259,115,0,115,29,368,44,52,49,26
15554,Mark Blount,BOS,2002,C,94,32,0,32,30,85,10,23,16,19
15555,Calvin Booth,SEA,2002,C,93,35,0,35,23,54,16,16,6,13
15556,Ruben Boumtje-Boumtje,POR,2002,C,39,13,0,13,13,55,4,14,3,16
15557,Cal Bowdler,ATL,2002,PF,162,61,1,60,39,110,11,11,18,15
15558,Bruce Bowen,SAS,2002,SF,412,155,56,99,46,162,88,66,62,25
15559,Ryan Bowen,DEN,2002,SF,364,147,1,146,69,299,52,41,75,41
15560,Ira Bowman,PHI,2002,SG,10,5,0,5,0,1,1,0,2,0
15561,Earl Boykins,LAC,2002,PG,280,110,13,97,47,54,145,44,20,2
15562,Michael Bradley,TOR,2002,PF,30,13,0,13,4,24,3,6,0,6
15563,Shawn Bradley,DAL,2002,C,215,78,0,78,59,176,20,25,28,64
15564,Elton Brand,LAC,2002,PF,1453,532,0,532,389,925,191,173,80,163
15565,Terrell Brandon,MIN,2002,PG,397,155,4,151,83,93,264,43,52,6
15566,Jamison Brewer,IND,2002,SG,4,2,0,2,0,8,9,3,2,0
15567,Primoz Brezec,IND,2002,C,43,14,0,14,15,28,6,6,0,7
15568,Chucky Brown,SAC,2002,SF,21,10,0,10,1,33,6,5,2,4
15569,Damone Brown,PHI,2002,SF,23,8,0,8,7,4,2,9,1,1
15570,Dee Brown,ORL,2002,PG,7,3,1,2,0,9,2,4,3,1
15571,Ernest Brown,MIA,2002,C,3,1,0,1,1,6,0,3,0,1
15572,Kedrick Brown,BOS,2002,SF,63,23,5,18,12,50,15,7,18,7
15573,Kwame Brown,WAS,2002,PF,258,94,0,94,70,198,43,43,16,26
15574,P.J. Brown,CHH,2002,C,669,250,0,250,169,786,107,85,59,78
15575,Randy Brown,BOS,2002,PG,0,0,0,0,0,0,2,0,0,1
15576,Tierre Brown,HOU,2002,SG,123,49,4,45,21,42,70,40,19,3
15577,Rick Brunson,POR,2002,PG,125,45,6,39,29,68,114,47,25,2
15578,Kobe Bryant,LAL,2002,SG,2019,749,33,716,488,441,438,223,118,35
15579,Mark Bryant,SAS,2002,PF,56,25,0,25,6,44,10,6,7,2
15580,Greg Buckner,DAL,2002,SG,253,104,5,99,40,173,48,27,31,19
15581,Jud Buechler,TOT,2002,SF,111,44,21,23,2,116,32,15,21,8
15582,Jud Buechler,PHO,2002,SF,6,2,2,0,0,8,3,1,1,0
15583,Jud Buechler,ORL,2002,SF,105,42,19,23,2,108,29,14,20,8
15584,Rodney Buford,MEM,2002,SG,591,258,17,241,58,272,71,63,42,12
15585,Matt Bullard,CHH,2002,PF,105,39,16,23,11,47,16,12,2,2
15586,Mitchell Butler,POR,2002,SG,29,10,1,9,8,14,5,5,0,1
15587,Jason Caffey,MIL,2002,PF,99,36,0,36,27,50,12,19,4,5
15588,Marcus Camby,NYK,2002,C,322,130,0,130,62,322,33,42,34,50
15589,Elden Campbell,CHH,2002,PF,1074,384,0,384,306,530,102,138,60,137
15590,Brian Cardinal,DET,2002,PF,17,6,3,3,2,6,2,0,1,0
15591,Anthony Carter,MIA,2002,PG,198,89,1,88,19,117,214,72,50,3
15592,Vince Carter,TOR,2002,SG,1484,559,121,438,245,313,239,154,94,43
15593,Sam Cassell,MIL,2002,PG,1461,554,71,483,282,312,493,177,90,12
15594,Kelvin Cato,HOU,2002,C,493,190,0,190,113,525,29,53,40,95
15595,Tyson Chandler,CHI,2002,C,436,151,0,151,134,343,54,99,28,93
15596,Calbert Cheaney,DEN,2002,SG,494,224,0,224,46,240,110,70,34,21
15597,Chris Childs,TOR,2002,PG,285,97,33,64,58,154,351,123,56,5
15598,Doug Christie,SAC,2002,SG,972,338,90,248,206,374,340,164,160,25
15599,Keon Clark,TOR,2002,C,915,380,0,380,155,603,88,140,58,122
15600,Speedy Claxton,PHI,2002,PG,480,181,4,177,114,160,198,95,95,6
15601,Mateen Cleaves,SAC,2002,PG,70,30,2,28,8,8,25,27,7,0
15602,Derrick Coleman,PHI,2002,PF,875,331,28,303,185,509,98,119,42,51
15603,Bimbo Coles,CLE,2002,PG,149,56,4,52,33,55,107,31,13,4
15604,Jason Collier,HOU,2002,C,106,41,0,41,24,82,9,13,6,4
15605,Jarron Collins,UTA,2002,C,450,158,0,158,134,296,58,56,29,22
15606,Jason Collins,NJN,2002,C,350,117,1,116,115,301,81,72,29,47
15607,Chris Crawford,ATL,2002,PF,53,21,0,21,11,25,5,10,2,5
15608,Jamal Crawford,CHI,2002,PG,214,89,26,63,10,34,55,32,18,5
15609,Joe Crispin,TOT,2002,PG,79,26,15,11,12,11,26,10,5,0
15610,Joe Crispin,LAL,2002,PG,10,3,0,3,4,1,2,1,1,0
15611,Joe Crispin,PHO,2002,PG,69,23,15,8,8,10,24,9,4,0
15612,Austin Croshere,IND,2002,PF,516,185,49,136,97,294,77,67,26,29
15613,John Crotty,UTA,2002,PG,284,98,31,67,57,75,141,51,19,1
15614,Vonteego Cummings,PHI,2002,PG,192,78,12,66,24,52,60,36,18,5
15615,Dell Curry,TOR,2002,SG,360,141,45,96,33,81,61,41,22,6
15616,Eddy Curry,CHI,2002,C,483,189,0,189,105,272,25,69,16,53
15617,Michael Curry,DET,2002,SG,329,125,7,118,72,168,127,60,47,10
15618,Samuel Dalembert,PHI,2002,C,51,22,0,22,7,68,5,14,6,13
15619,Erick Dampier,GSW,2002,C,554,209,0,209,136,387,87,156,17,167
15620,Antonio Daniels,SAS,2002,SG,753,269,57,212,158,176,228,70,48,12
15621,Antonio Davis,TOR,2002,PF,1113,410,0,410,293,740,155,159,54,83
15622,Baron Davis,CHH,2002,PG,1484,559,170,389,196,349,698,246,172,47
15623,Dale Davis,POR,2002,C,742,296,0,296,150,688,96,62,62,83
15624,Emanual Davis,ATL,2002,PG,185,70,29,41,16,74,68,52,27,5
15625,Hubert Davis,WAS,2002,SG,365,146,57,89,16,77,107,44,28,3
15626,Ricky Davis,CLE,2002,SF,959,376,11,365,196,243,178,148,69,23
15627,Andrew DeClercq,ORL,2002,C,162,67,0,67,28,163,22,34,23,24
15628,Vinny Del,PHO,2002,PG,2,1,0,1,0,0,2,0,0,0
15629,Tony Delk,TOT,2002,SG,597,226,67,159,78,203,132,59,53,10
15630,Tony Delk,PHO,2002,SG,435,166,47,119,56,124,81,40,31,4
15631,Tony Delk,BOS,2002,SG,162,60,20,40,22,79,51,19,22,6
15632,Derrick Dial,TOT,2002,SG,101,41,1,40,18,56,35,16,10,4
15633,Derrick Dial,NJN,2002,SG,73,30,0,30,13,45,31,13,8,4
15634,Derrick Dial,TOR,2002,SG,28,11,1,10,5,11,4,3,2,0
15635,Michael Dickerson,MEM,2002,SG,43,15,8,7,5,12,9,8,3,1
15636,DeSagana Diop,CLE,2002,C,25,12,0,12,1,17,5,12,1,10
15637,Vlade Divac,SAC,2002,C,888,338,3,335,209,671,297,158,79,94
15638,Michael Doleac,CLE,2002,C,194,78,0,78,38,168,25,37,15,11
15639,Keyon Dooling,LAC,2002,PG,58,22,4,18,10,3,12,10,4,3
15640,Bryce Drew,CHH,2002,PG,210,78,31,47,23,72,101,33,32,2
15641,Predrag Drobnjak,SEA,2002,C,437,191,0,191,55,219,51,51,20,31
15642,Chris Dudley,POR,2002,C,48,20,0,20,8,80,13,14,3,14
15643,Tim Duncan,SAS,2002,PF,2089,764,1,763,560,1042,307,263,61,203
15644,Howard Eisley,NYK,2002,PG,171,59,14,45,39,49,100,53,24,3
15645,Obinna Ekezie,LAC,2002,PF,54,13,0,13,28,34,3,10,2,6
15646,LaPhonso Ellis,MIA,2002,SF,469,189,38,151,53,287,56,73,30,37
15647,Evan Eschmeyer,DAL,2002,C,62,21,0,21,20,98,9,16,10,9
15648,Maurice Evans,MIN,2002,SG,21,9,0,9,3,4,4,2,0,0
15649,Patrick Ewing*,ORL,2002,C,390,148,0,148,94,263,35,65,22,45
15650,Danny Ferry,SAS,2002,SF,229,76,43,33,34,90,48,22,16,9
15651,Michael Finley,DAL,2002,SF,1424,569,76,493,210,360,230,117,65,25
15652,Derek Fisher,LAL,2002,PG,786,274,144,130,94,146,181,62,66,9
15653,Marcus Fizer,CHI,2002,PF,938,371,7,364,189,427,120,131,49,24
15654,Isaac Fontaine,MEM,2002,SG,11,3,1,2,4,5,4,4,0,0
15655,Alton Ford,PHO,2002,PF,164,61,0,61,42,107,7,32,6,7
15656,Joseph Forte,BOS,2002,SG,6,1,0,1,4,6,6,3,2,0
15657,Danny Fortson,GSW,2002,PF,864,309,1,308,245,899,127,160,44,17
15658,Greg Foster,MIL,2002,PF,7,2,0,2,3,8,1,0,0,0
15659,Jeff Foster,IND,2002,C,467,177,2,175,111,556,70,79,71,38
15660,Antonis Fotsis,MEM,2002,PF,108,42,7,35,17,62,10,21,9,11
15661,Tremaine Fowlkes,LAC,2002,SF,74,25,0,25,24,64,17,13,11,1
15662,Rick Fox,LAL,2002,SF,645,255,65,190,70,389,283,132,67,21
15663,Adonal Foyle,GSW,2002,C,379,171,0,171,37,384,41,76,36,168
15664,Steve Francis,HOU,2002,PG,1234,420,68,352,326,401,362,221,71,25
15665,Lawrence Funderburke,SAC,2002,PF,264,115,0,115,34,198,32,33,11,18
15666,Kevin Garnett,MIN,2002,PF,1714,659,37,622,359,981,422,229,96,126
15667,Dean Garrett,TOT,2002,C,36,18,0,18,0,57,5,10,7,10
15668,Dean Garrett,MIN,2002,C,28,14,0,14,0,47,4,7,5,9
15669,Dean Garrett,GSW,2002,C,8,4,0,4,0,10,1,3,2,1
15670,Pat Garrity,ORL,2002,PF,884,327,169,158,61,338,99,68,61,28
15671,Pau Gasol,MEM,2002,C,1441,551,1,550,338,730,223,224,41,169
15672,Chris Gatling,MIA,2002,PF,345,131,1,130,82,206,25,58,17,11
15673,Matt Geiger,PHI,2002,C,3,1,0,1,1,6,0,2,0,2
15674,Devean George,LAL,2002,SF,581,215,66,149,85,303,111,66,71,42
15675,Eddie Gill,MEM,2002,PG,116,39,7,32,31,28,49,34,11,3
15676,Kendall Gill,MIA,2002,SG,372,162,6,156,42,184,100,55,44,8
15677,Dion Glover,ATL,2002,SG,492,192,30,162,78,169,84,76,45,14
15678,Steve Goodrich,NJN,2002,SF,5,2,0,2,1,5,5,3,1,2
15679,Brian Grant,MIA,2002,PF,673,286,0,286,101,575,137,122,48,31
15680,Horace Grant,ORL,2002,C,608,264,0,264,80,481,104,51,57,49
15681,Adrian Griffin,DAL,2002,SG,415,179,16,163,41,229,106,42,75,12
15682,Eddie Griffin,HOU,2002,PF,642,244,90,154,64,416,53,47,17,134
15683,Tom Gugliotta,PHO,2002,PF,285,127,3,124,28,221,77,61,39,30
15684,A.J. Guyton,CHI,2002,PG,244,88,46,42,22,44,81,37,10,7
15685,Darvin Ham,MIL,2002,SF,303,120,1,119,62,202,73,83,25,37
15686,Richard Hamilton,WAS,2002,SG,1260,472,16,456,300,216,171,132,38,14
15687,Tang Hamilton,MIA,2002,SF,20,10,0,10,0,18,5,2,4,0
15688,Zendon Hamilton,DEN,2002,PF,324,103,0,103,118,253,14,60,21,18
15689,Anfernee Hardaway,PHO,2002,SG,959,389,23,366,158,350,324,189,122,32
15690,Tim Hardaway,TOT,2002,PG,652,226,123,103,77,124,278,111,57,10
15691,Tim Hardaway,DAL,2002,PG,518,179,95,84,65,97,201,73,40,8
15692,Tim Hardaway,DEN,2002,PG,134,47,28,19,12,27,77,38,17,2
15693,Matt Harpring,PHI,2002,SF,958,386,21,365,165,573,107,127,70,5
15694,Al Harrington,IND,2002,PF,576,230,1,229,115,276,54,78,41,21
15695,Othella Harrington,NYK,2002,PF,596,237,0,237,122,349,37,95,30,36
15696,Lucious Harris,NJN,2002,SG,675,249,44,205,133,207,116,61,53,6
15697,Jason Hart,SAS,2002,PG,26,10,0,10,6,13,12,8,7,1
15698,Antonio Harvey,SEA,2002,PF,9,4,0,4,1,9,5,3,1,3
15699,Donnell Harvey,TOT,2002,PF,270,108,0,108,54,227,37,33,21,24
15700,Donnell Harvey,DAL,2002,PF,38,14,0,14,10,46,5,8,4,5
15701,Donnell Harvey,DEN,2002,PF,232,94,0,94,44,181,32,25,17,19
15702,Trenton Hassell,CHI,2002,SG,681,267,60,207,87,255,172,101,55,44
15703,Kirk Haston,CHH,2002,PF,26,11,0,11,4,20,5,3,0,1
15704,Brendan Haywood,WAS,2002,C,315,109,0,109,97,322,29,50,21,91
15705,Alan Henderson,ATL,2002,PF,143,59,1,58,24,97,11,21,11,15
15706,Cedric Henderson,GSW,2002,SF,36,15,2,13,4,3,4,8,6,2
15707,Grant Hill,ORL,2002,SF,235,83,0,83,69,125,64,37,8,4
15708,Tyrone Hill,CLE,2002,PF,209,71,0,71,67,274,23,48,17,13
15709,Fred Hoiberg,CHI,2002,SG,345,121,24,97,79,210,136,32,61,5
15710,Robert Horry,LAL,2002,PF,550,183,76,107,108,479,232,88,77,89
15711,Eddie House,MIA,2002,PG,514,209,54,155,42,110,123,80,43,5
15712,Allan Houston,NYK,2002,SG,1567,568,136,432,295,252,190,170,54,10
15713,Juwan Howard,TOT,2002,PF,1185,462,0,462,261,612,169,152,46,47
15714,Juwan Howard,DAL,2002,PF,684,270,0,270,144,390,93,78,28,30
15715,Juwan Howard,DEN,2002,PF,501,192,0,192,117,222,76,74,18,17
15716,Troy Hudson,ORL,2002,PG,950,354,66,288,176,145,255,163,57,6
15717,Larry Hughes,GSW,2002,SG,895,343,18,325,191,245,316,171,113,23
15718,Lindsey Hunter,LAL,2002,PG,473,187,79,108,20,121,129,55,66,19
15719,Steven Hunter,ORL,2002,C,189,67,0,67,55,97,5,16,5,43
15720,Zydrunas Ilgauskas,CLE,2002,C,690,241,0,241,208,334,70,94,17,84
15721,Allen Iverson*,PHI,2002,SG,1883,665,78,587,475,269,331,237,168,13
15722,Bobby Jackson,SAC,2002,PG,896,334,79,255,149,251,164,93,73,11
15723,Jaren Jackson,ORL,2002,SG,39,15,7,8,2,17,8,8,5,0
15724,Jermaine Jackson,TOR,2002,SG,57,20,1,19,16,27,57,14,9,1
15725,Jim Jackson,MIA,2002,SF,589,238,38,200,75,290,140,106,42,14
15726,Marc Jackson,TOT,2002,C,186,60,0,60,66,128,14,30,11,6
15727,Marc Jackson,GSW,2002,C,84,22,0,22,40,43,7,12,5,3
15728,Marc Jackson,MIN,2002,C,102,38,0,38,26,85,7,18,6,3
15729,Mark Jackson,NYK,2002,PG,686,260,79,181,87,309,605,150,74,1
15730,Stephen Jackson,SAS,2002,SF,89,34,9,25,12,26,11,23,15,3
15731,Jerome James,SEA,2002,C,298,134,0,134,30,232,24,74,25,86
15732,Mike James,MIA,2002,PG,42,15,8,7,4,14,19,13,6,1
15733,Tim James,PHI,2002,SF,12,5,0,5,2,7,1,3,0,1
15734,Antawn Jamison,GSW,2002,SF,1619,614,68,546,323,556,161,161,70,45
15735,Harold Jamison,LAC,2002,PF,54,22,0,22,10,39,6,6,5,1
15736,Richard Jefferson,NJN,2002,SF,742,270,13,257,189,293,140,107,64,48
15737,Anthony Johnson,NJN,2002,SG,94,37,4,33,16,29,48,20,31,1
15738,Avery Johnson,TOT,2002,PG,535,207,0,207,121,69,286,76,40,9
15739,Avery Johnson,DEN,2002,PG,481,186,0,186,109,64,258,67,35,8
15740,Avery Johnson,DAL,2002,PG,54,21,0,21,12,5,28,9,5,1
15741,DerMarr Johnson,ATL,2002,SF,602,214,89,125,85,247,81,102,62,56
15742,Ervin Johnson,MIL,2002,C,208,89,0,89,30,466,27,52,37,82
15743,Joe Johnson,TOT,2002,SG,581,251,38,213,41,257,179,71,59,20
15744,Joe Johnson,BOS,2002,SG,304,130,24,106,20,139,74,28,33,9
15745,Joe Johnson,PHO,2002,SG,277,121,14,107,21,118,105,43,26,11
15746,Alvin Jones,PHI,2002,C,26,8,0,8,10,36,3,11,3,9
15747,Damon Jones,DET,2002,PG,340,114,69,45,43,103,140,61,23,1
15748,Eddie Jones,MIA,2002,SG,1480,517,149,368,297,378,262,148,117,77
15749,Jumaine Jones,CLE,2002,PF,671,287,52,235,45,490,116,79,75,46
15750,Popeye Jones,WAS,2002,PF,554,222,4,218,106,578,127,88,50,19
15751,Michael Jordan*,WAS,2002,SF,1375,551,10,541,263,339,310,162,85,26
15752,Shawn Kemp,POR,2002,PF,454,175,0,175,104,288,52,81,43,33
15753,Steve Kerr,POR,2002,PG,269,102,26,76,39,60,63,24,13,1
15754,Jason Kidd,NJN,2002,PG,1208,445,117,328,201,595,808,286,175,20
15755,Andrei Kirilenko,UTA,2002,SF,880,285,25,260,285,402,94,108,116,159
15756,Kerry Kittles,NJN,2002,SG,1102,438,98,340,128,275,216,109,130,31
15757,Brevin Knight,MEM,2002,PG,371,141,2,139,87,109,302,111,79,7
15758,Travis Knight,NYK,2002,C,98,41,0,41,16,104,8,27,11,10
15759,Toni Kukoc,ATL,2002,SF,584,211,53,158,109,218,210,113,48,17
15760,Christian Laettner,WAS,2002,PF,404,168,2,166,66,301,151,85,60,25
15761,Raef LaFrentz,TOT,2002,C,1051,421,104,317,105,579,89,94,55,213
15762,Raef LaFrentz,DEN,2002,C,759,307,75,232,70,379,60,60,31,153
15763,Raef LaFrentz,DAL,2002,C,292,114,29,85,35,200,29,34,24,60
15764,Trajan Langdon,CLE,2002,SG,209,70,27,43,42,55,60,40,13,5
15765,Dan Langhi,HOU,2002,SF,107,49,1,48,8,67,14,9,8,5
15766,Rusty LaRue,UTA,2002,PG,193,73,17,56,30,49,71,43,17,7
15767,Voshon Lenard,DEN,2002,SG,813,315,89,226,94,183,130,91,59,25
15768,Quincy Lewis,UTA,2002,SG,144,64,3,61,13,43,36,32,23,9
15769,Rashard Lewis,SEA,2002,SF,1195,455,123,332,162,498,123,97,104,40
15770,Randy Livingston,SEA,2002,PG,41,15,1,14,10,25,26,2,9,2
15771,Art Long,SEA,2002,PF,285,120,0,120,45,251,41,63,22,28
15772,Grant Long,MEM,2002,PF,417,164,3,161,86,231,136,103,63,12
15773,Felipe Lopez,MIN,2002,SG,169,59,14,45,37,80,39,36,18,1
15774,Tyronn Lue,WAS,2002,PG,555,222,63,159,48,122,246,96,49,0
15775,George Lynch,CHH,2002,SF,172,73,1,72,25,186,54,41,40,14
15776,Todd MacCulloch,NJN,2002,C,604,247,0,247,110,378,78,66,24,89
15777,Sam Mack,MIA,2002,SF,40,14,7,7,5,14,4,7,5,1
15778,Mark Madsen,LAL,2002,PF,167,66,0,66,35,162,44,22,16,13
15779,Corey Maggette,LAC,2002,SG,717,235,46,189,201,231,112,116,41,19
15780,Jamaal Magloire,CHH,2002,C,699,228,0,228,243,461,31,118,27,86
15781,Dan Majerle,PHO,2002,SG,300,99,79,20,23,176,90,35,48,15
15782,Karl Malone*,UTA,2002,PF,1788,635,9,626,509,686,341,263,152,59
15783,Danny Manning,DAL,2002,PF,165,71,1,70,22,108,30,25,21,21
15784,Stephon Marbury,PHO,2002,PG,1674,625,71,554,353,266,666,284,77,13
15785,Shawn Marion,PHO,2002,SF,1547,654,48,606,191,803,162,144,149,86
15786,Sean Marks,MIA,2002,C,96,38,0,38,20,75,8,19,5,10
15787,Donny Marshall,NJN,2002,SF,30,8,2,6,12,21,5,2,3,0
15788,Donyell Marshall,UTA,2002,SF,859,343,13,330,160,443,101,124,50,67
15789,Darrick Martin,DAL,2002,PG,1,0,0,0,1,1,3,1,2,0
15790,Kenyon Martin,NJN,2002,PF,1086,445,15,430,181,388,192,172,90,121
15791,Jamal Mashburn,CHH,2002,SF,858,303,41,262,211,242,171,110,45,6
15792,Anthony Mason,MIL,2002,PF,787,316,1,315,154,646,346,130,57,22
15793,Desmond Mason,SEA,2002,SF,931,357,16,341,201,351,104,104,67,27
15794,Tony Massenburg,MEM,2002,PF,403,159,1,158,84,324,26,65,30,31
15795,Walter McCarty,BOS,2002,PF,212,80,39,41,13,128,41,22,18,7
15796,Amal McCaskill,SAS,2002,C,52,20,0,20,12,36,4,14,6,10
15797,George McCloud,DEN,2002,SF,604,206,60,146,132,251,204,144,58,19
15798,Jelani McCoy,LAL,2002,C,26,12,0,12,2,25,7,8,0,5
15799,Antonio McDyess,DEN,2002,PF,113,43,0,43,27,55,18,20,10,8
15800,Tracy McGrady,ORL,2002,SG,1948,715,103,612,415,597,400,189,119,73
15801,Jeff McInnis,LAC,2002,PG,1184,463,75,388,183,213,500,147,63,6
15802,Derrick McKey,PHI,2002,SF,119,52,5,47,10,127,45,22,41,4
15803,Aaron McKie,PHI,2002,SG,587,220,51,169,96,192,179,93,56,14
15804,Stanislav Medvedenko,LAL,2002,C,331,145,0,145,41,158,43,42,29,11
15805,Ron Mercer,TOT,2002,SG,735,311,18,293,95,178,128,88,32,13
15806,Ron Mercer,CHI,2002,SG,673,286,17,269,84,155,118,79,30,10
15807,Ron Mercer,IND,2002,SG,62,25,1,24,11,23,10,9,2,3
15808,Chris Mihm,CLE,2002,C,569,221,3,218,124,392,24,97,18,89
15809,Darius Miles,LAC,2002,SF,779,309,3,306,158,453,184,160,71,103
15810,Andre Miller,CLE,2002,PG,1335,474,22,452,365,379,882,245,126,34
15811,Brad Miller,TOT,2002,C,1032,366,3,363,297,621,152,115,76,41
15812,Brad Miller,CHI,2002,C,608,208,2,206,190,401,101,74,52,29
15813,Brad Miller,IND,2002,C,424,158,1,157,107,220,51,41,24,12
15814,Mike Miller,ORL,2002,SF,956,351,116,235,138,273,198,108,47,23
15815,Reggie Miller*,IND,2002,SG,1304,414,180,234,296,219,253,120,88,10
15816,Chris Mills,GSW,2002,SF,489,178,48,130,85,190,72,56,31,13
15817,Sam Mitchell,MIN,2002,SF,244,98,10,88,38,82,45,26,12,4
15818,Cuttino Mobley,HOU,2002,SG,1606,595,149,446,267,300,187,180,109,37
15819,Nazr Mohammed,ATL,2002,C,795,329,0,329,137,651,33,118,63,61
15820,Jerome Moiso,CHH,2002,C,16,8,0,8,0,25,4,8,3,2
15821,Eric Montross,TOR,2002,C,116,53,0,53,10,140,16,25,12,23
15822,Mikki Moore,DET,2002,C,79,29,1,28,20,53,11,14,7,9
15823,Terence Morris,HOU,2002,SF,255,111,15,96,18,211,64,45,21,27
15824,Hanno Mottola,ATL,2002,C,396,169,1,168,57,268,50,70,20,19
15825,Alonzo Mourning*,MIA,2002,C,1178,447,1,446,283,632,87,182,27,186
15826,Troy Murphy,GSW,2002,PF,480,178,3,175,121,322,70,84,36,21
15827,Lamond Murray,CLE,2002,SF,1176,430,101,329,215,372,157,141,70,43
15828,Tracy Murray,TOR,2002,SF,227,85,40,45,17,53,19,25,11,8
15829,Dikembe Mutombo*,PHI,2002,C,920,321,0,321,278,863,83,156,29,190
15830,Mamadou N'Diaye,TOR,2002,C,20,6,0,6,8,11,0,1,0,2
15831,Lee Nailon,CHH,2002,SF,851,369,1,368,112,291,94,96,59,17
15832,Eduardo Najera,DAL,2002,PF,400,150,0,150,100,342,38,40,56,30
15833,Steve Nash,DAL,2002,PG,1466,525,156,369,260,254,634,229,53,4
15834,Tyrone Nesby,WAS,2002,SF,443,183,13,170,64,318,91,49,61,22
15835,Rasho Nesterovic,MIN,2002,C,687,324,0,324,39,534,75,94,45,109
15836,Ira Newble,ATL,2002,SF,338,131,1,130,75,222,45,49,38,20
15837,Johnny Newman,DAL,2002,SF,198,67,22,45,42,49,14,21,29,4
15838,Moochie Norris,HOU,2002,PG,665,251,36,215,127,246,403,156,81,4
15839,Dirk Nowitzki,DAL,2002,C,1779,600,139,461,440,755,186,145,83,77
15840,Jermaine O'Neal,IND,2002,PF,1371,543,1,542,284,757,118,174,45,166
15841,Shaquille O'Neal*,LAL,2002,C,1822,712,0,712,398,715,200,171,41,137
15842,Charles Oakley,CHI,2002,PF,216,97,1,96,21,343,114,87,49,11
15843,Lamar Odom,LAC,2002,SF,379,151,16,135,61,176,171,97,23,36
15844,Hakeem Olajuwon*,TOR,2002,C,435,194,0,194,47,366,66,98,74,90
15845,Dean Oliver,GSW,2002,PG,42,17,2,15,6,8,21,11,3,0
15846,Kevin Ollie,TOT,2002,PG,462,137,1,136,187,184,291,106,62,2
15847,Kevin Ollie,CHI,2002,PG,304,97,1,96,109,128,193,80,36,1
15848,Kevin Ollie,IND,2002,PG,158,40,0,40,78,56,98,26,26,1
15849,Michael Olowokandi,LAC,2002,C,885,384,0,384,117,711,90,175,55,145
15850,Greg Ostertag,UTA,2002,C,245,91,0,91,63,313,50,51,15,109
15851,Bo Outlaw,TOT,2002,PF,376,166,1,165,43,364,127,96,70,92
15852,Bo Outlaw,ORL,2002,PF,34,13,0,13,8,29,5,11,9,9
15853,Bo Outlaw,PHO,2002,PF,342,153,1,152,35,335,122,85,61,83
15854,Doug Overton,LAC,2002,PG,39,14,7,7,4,12,13,12,3,1
15855,Olumide Oyedeji,SEA,2002,C,55,22,0,22,11,79,4,14,4,2
15856,Robert Pack,MIN,2002,PG,62,25,1,24,11,23,49,20,13,0
15857,Scott Padgett,UTA,2002,PF,500,188,49,139,75,285,82,69,43,13
15858,Milt Palacio,TOT,2002,PG-SG,231,82,13,69,54,73,83,40,30,4
15859,Milt Palacio,BOS,2002,PG,152,52,12,40,36,50,54,24,21,3
15860,Milt Palacio,PHO,2002,SG,79,30,1,29,18,23,29,16,9,1
15861,Tony Parker,SAS,2002,PG,705,268,61,207,108,197,334,151,89,7
15862,Cherokee Parks,SAS,2002,C,63,30,0,30,3,58,10,14,7,8
15863,Ruben Patterson,POR,2002,SF,839,319,9,310,192,298,107,114,79,37
15864,Gary Payton*,SEA,2002,PG,1815,737,74,663,267,396,737,209,131,26
15865,Anthony Peeler,MIN,2002,SG,737,288,111,177,50,206,177,76,61,11
15866,Mike Penberthy,LAL,2002,PG,5,1,0,1,3,2,2,0,2,0
15867,Elliot Perry,MEM,2002,PG,11,5,0,5,1,4,7,7,3,0
15868,Wesley Person,CLE,2002,SG,1176,467,143,324,99,294,173,74,77,37
15869,Morris Peterson,TOR,2002,SF,883,336,84,252,127,223,153,86,73,11
15870,Eric Piatkowski,LAC,2002,SG,626,207,111,96,101,184,112,64,41,12
15871,Paul Pierce,BOS,2002,SG,2144,707,210,497,520,566,261,241,154,86
15872,Scottie Pippen*,POR,2002,SF,659,246,54,192,113,321,363,171,101,35
15873,Scot Pollard,SAC,2002,C,509,197,0,197,115,565,53,68,70,76
15874,Mark Pope,MIL,2002,PF,87,36,4,32,11,73,17,15,11,11
15875,Terry Porter,SAS,2002,PG,399,136,59,77,68,164,205,85,45,16
15876,James Posey,DEN,2002,SF,782,277,67,210,161,429,180,127,114,39
15877,Lavor Postell,NYK,2002,SG,93,28,6,22,31,16,5,11,6,0
15878,Vitaly Potapenko,BOS,2002,C,363,137,0,137,89,347,30,63,37,18
15879,Brent Price,SAC,2002,PG,31,9,4,5,9,8,9,10,3,1
15880,Joel Przybilla,MIL,2002,C,190,76,0,76,38,283,21,43,20,118
15881,Vladimir Radmanovic,SEA,2002,PF,407,146,66,80,49,230,81,72,56,24
15882,Zach Randolph,POR,2002,PF,114,48,0,48,18,69,13,15,7,4
15883,Theo Ratliff,ATL,2002,C,26,10,0,10,6,16,1,7,1,8
15884,Zeljko Rebraca,DET,2002,C,513,189,0,189,135,290,38,84,28,73
15885,Eldridge Recasner,TOT,2002,PG-SG,5,2,0,2,1,0,5,1,1,0
15886,Eldridge Recasner,CHH,2002,SG,0,0,0,0,0,0,0,0,0,0
15887,Eldridge Recasner,LAC,2002,PG,5,2,0,2,1,0,5,1,1,0
15888,Michael Redd,MIL,2002,SG,767,294,88,206,91,224,91,57,42,7
15889,Don Reid,ORL,2002,PF,224,90,0,90,44,176,27,54,20,44
